accident_index,accident_year,accident_ref_no,vehicle_reference,vehicle_type,vehicle_text
2021351059281,2021,351059281,1,90,electric scooter
2021351059606,2021,351059606,1,90,electric scooter
2021351063874,2021,351063874,1,90,electric scooter
2021351074267,2021,351074267,2,90,electric scooter
2021351086284,2021,351086284,1,90,electric scooter
2021351087080,2021,351087080,1,90,electric scooter
2021351095404,2021,351095404,2,90,electric scooter
2021351104669,2021,351104669,2,90,electric scooter
2021351105929,2021,351105929,1,90,electric scooter
2021351108829,2021,351108829,1,90,electric scooter
2021351109307,2021,351109307,1,90,electric scooter
2021351111139,2021,351111139,1,90,electric scooter
2021351111168,2021,351111168,1,90,electric scooter
2021351118875,2021,351118875,1,90,electric scooter
2021351130307,2021,351130307,2,90,electric scooter
2021351138227,2021,351138227,2,90,electric scooter
2021351148800,2021,351148800,1,90,electric scooter
2021351154248,2021,351154248,1,90,electric scooter
2021361033337,2021,361033337,1,90,electric scooter
2021361038107,2021,361038107,1,90,electric scooter
2021361046148,2021,361046148,2,90,electric scooter
2021361053615,2021,361053615,1,90,electric scooter
2021361055990,2021,361055990,2,90,electric scooter
2021361067557,2021,361067557,1,90,electric scooter
2021361075569,2021,361075569,1,90,electric scooter
2021361081444,2021,361081444,1,90,electric scooter
2021361095443,2021,361095443,1,90,electric scooter
2021361095598,2021,361095598,2,90,electric scooter
2021361095877,2021,361095877,1,90,electric scooter
2021361104534,2021,361104534,1,90,electric scooter
2021361108969,2021,361108969,1,90,electric scooter
2021361111842,2021,361111842,1,90,electric scooter
2021361119793,2021,361119793,1,90,electric scooter
2021361130597,2021,361130597,1,90,electric scooter
2021361134471,2021,361134471,1,90,electric scooter
2021361137490,2021,361137490,2,90,electric scooter
2021361140916,2021,361140916,2,90,electric scooter
2021361143239,2021,361143239,1,90,electric scooter
2021371080655,2021,371080655,1,90,electric scooter
2021371087204,2021,371087204,1,90,electric scooter
2021371099711,2021,371099711,1,90,electric scooter
2021371125462,2021,371125462,1,90,electric scooter
2021401033317,2021,401033317,1,90,electric scooter
2021401039926,2021,401039926,1,90,electric scooter
2021401042068,2021,401042068,1,90,electric scooter
2021401050912,2021,401050912,2,90,electric scooter
2021401051801,2021,401051801,1,90,electric scooter
2021401052876,2021,401052876,1,90,electric scooter
2021401057906,2021,401057906,2,90,electric scooter
2021401061754,2021,401061754,2,90,electric scooter
2021401066121,2021,401066121,2,90,electric scooter
2021401071806,2021,401071806,2,90,electric scooter
2021401095507,2021,401095507,1,90,electric scooter
2021401100187,2021,401100187,2,90,electric scooter
2021401104666,2021,401104666,2,90,electric scooter
2021401111100,2021,401111100,1,90,electric scooter
2021401119365,2021,401119365,1,90,electric scooter
2021411015923,2021,411015923,1,90,electric scooter
2021411018441,2021,411018441,1,90,electric scooter
2021411043497,2021,411043497,2,90,electric scooter
2021411043565,2021,411043565,2,90,electric scooter
2021411044376,2021,411044376,2,90,electric scooter
2021411044716,2021,411044716,1,90,electric scooter
2021411056309,2021,411056309,2,90,electric scooter
2021411066513,2021,411066513,1,90,electric scooter
2021411068878,2021,411068878,1,90,electric scooter
2021411073944,2021,411073944,2,90,electric scooter
2021411083238,2021,411083238,1,90,electric scooter
2021411088000,2021,411088000,2,90,electric scooter
2021411092614,2021,411092614,2,90,electric scooter
2021411095481,2021,411095481,2,90,electric scooter
2021411097745,2021,411097745,1,90,electric scooter
2021411101506,2021,411101506,2,90,electric scooter
2021411102140,2021,411102140,1,90,electric scooter
2021411105977,2021,411105977,2,90,electric scooter
2021411110136,2021,411110136,1,90,electric scooter
2021411115736,2021,411115736,1,90,electric scooter
2021411118723,2021,411118723,1,90,electric scooter
2021411129038,2021,411129038,1,90,electric scooter
2021421022876,2021,421022876,1,90,electric scooter
2021421029630,2021,421029630,2,90,electric scooter
2021421031085,2021,421031085,2,90,electric scooter
2021421031806,2021,421031806,1,90,electric scooter
2021421033908,2021,421033908,1,90,electric scooter
2021421035446,2021,421035446,1,90,electric scooter
2021421037077,2021,421037077,1,90,electric scooter
2021421039286,2021,421039286,1,90,electric scooter
2021421039858,2021,421039858,1,90,electric scooter
2021421040918,2021,421040918,1,90,electric scooter
2021421042317,2021,421042317,1,90,electric scooter
2021421044255,2021,421044255,1,90,electric scooter
2021421048542,2021,421048542,1,90,electric scooter
2021421048580,2021,421048580,1,90,electric scooter
2021421049027,2021,421049027,2,90,electric scooter
2021421049306,2021,421049306,2,90,electric scooter
2021421050501,2021,421050501,2,90,electric scooter
2021421052718,2021,421052718,2,90,electric scooter
2021421053968,2021,421053968,2,90,electric scooter
2021421063119,2021,421063119,2,90,electric scooter
2021421064980,2021,421064980,1,90,electric scooter
2021421068059,2021,421068059,1,90,electric scooter
2021421075286,2021,421075286,1,90,electric scooter
2021421075762,2021,421075762,1,90,electric scooter
2021421077853,2021,421077853,1,90,electric scooter
2021421080503,2021,421080503,1,90,electric scooter
2021421089208,2021,421089208,2,90,electric scooter
2021421090429,2021,421090429,1,90,electric scooter
2021421090860,2021,421090860,1,90,electric scooter
2021421090860,2021,421090860,2,90,electric scooter
2021421091740,2021,421091740,1,90,electric scooter
2021421092636,2021,421092636,1,90,electric scooter
2021421092767,2021,421092767,1,90,electric scooter
2021421100075,2021,421100075,1,90,electric scooter
2021421104332,2021,421104332,1,90,electric scooter
2021421107847,2021,421107847,1,90,electric scooter
2021421109601,2021,421109601,1,90,electric scooter
2021421110258,2021,421110258,1,90,electric scooter
2021421110772,2021,421110772,1,90,electric scooter
2021421114501,2021,421114501,2,90,electric scooter
2021421114797,2021,421114797,1,90,electric scooter
2021421114998,2021,421114998,1,90,electric scooter
2021421130493,2021,421130493,1,90,electric scooter
2021430026633,2021,430026633,1,90,electric scooter
2021430085478,2021,430085478,1,90,electric scooter
2021430099494,2021,430099494,2,90,electric scooter
2021430105512,2021,430105512,2,90,electric scooter
2021430163518,2021,430163518,2,90,electric scooter
2021430167901,2021,430167901,2,90,electric scooter
2021430172569,2021,430172569,1,90,electric scooter
2021430192588,2021,430192588,1,90,electric scooter
2021430196020,2021,430196020,1,90,electric scooter
2021430196204,2021,430196204,2,90,electric scooter
2021430235475,2021,430235475,1,90,electric scooter
2021430239172,2021,430239172,1,90,electric scooter
2021430253855,2021,430253855,2,90,electric scooter
2021430255453,2021,430255453,2,90,electric scooter
2021430257505,2021,430257505,1,90,electric scooter
2021430258727,2021,430258727,1,90,electric scooter
2021430263131,2021,430263131,2,90,electric scooter
2021430310795,2021,430310795,1,90,electric scooter
2021430323826,2021,430323826,1,90,electric scooter
2021430333363,2021,430333363,2,90,electric scooter
2021430344531,2021,430344531,2,90,electric scooter
2021430379071,2021,430379071,1,90,electric scooter
2021430409666,2021,430409666,1,90,electric scooter
2021430413046,2021,430413046,1,90,electric scooter
2021430418849,2021,430418849,2,90,electric scooter
2021430426510,2021,430426510,1,90,electric scooter
2021430428319,2021,430428319,2,90,electric scooter
2021430492553,2021,430492553,2,90,electric scooter
2021430503165,2021,430503165,1,90,electric scooter
2021430522698,2021,430522698,1,90,electric scooter
2021430526639,2021,430526639,1,90,electric scooter
2021430574164,2021,430574164,2,90,electric scooter
2021440020361,2021,440020361,2,90,electric scooter
2021440098199,2021,440098199,1,90,electric scooter
2021440098429,2021,440098429,1,90,electric scooter
2021440100335,2021,440100335,1,90,electric scooter
2021440100818,2021,440100818,1,90,electric scooter
2021440104107,2021,440104107,1,90,electric scooter
2021440104107,2021,440104107,2,90,electric scooter
2021440109327,2021,440109327,1,90,electric scooter
2021440119741,2021,440119741,1,90,electric scooter
2021440124278,2021,440124278,1,90,electric scooter
2021440126566,2021,440126566,1,90,electric scooter
2021440137725,2021,440137725,2,90,electric scooter
2021440154001,2021,440154001,1,90,electric scooter
2021440158761,2021,440158761,1,90,electric scooter
2021440167583,2021,440167583,3,90,electric scooter
2021440178332,2021,440178332,2,90,electric scooter
2021440198620,2021,440198620,1,90,electric scooter
2021440208144,2021,440208144,1,90,electric scooter
2021440217984,2021,440217984,2,90,electric scooter
2021440219602,2021,440219602,1,90,electric scooter
2021440221896,2021,440221896,1,90,electric scooter
2021440227928,2021,440227928,1,90,electric scooter
2021440230490,2021,440230490,1,90,electric scooter
2021440231897,2021,440231897,1,90,electric scooter
2021440245407,2021,440245407,1,90,electric scooter
2021440248920,2021,440248920,1,90,electric scooter
2021440261571,2021,440261571,2,90,electric scooter
2021440262346,2021,440262346,2,90,electric scooter
2021440267978,2021,440267978,1,90,electric scooter
2021440281022,2021,440281022,1,90,electric scooter
2021440282437,2021,440282437,1,90,electric scooter
2021440282440,2021,440282440,1,90,electric scooter
2021440285960,2021,440285960,2,90,electric scooter
2021440289097,2021,440289097,2,90,electric scooter
2021440296593,2021,440296593,2,90,electric scooter
2021440308029,2021,440308029,1,90,electric scooter
2021440321162,2021,440321162,2,90,electric scooter
2021440322630,2021,440322630,2,90,electric scooter
2021440330336,2021,440330336,1,90,electric scooter
2021440338041,2021,440338041,1,90,electric scooter
2021440342328,2021,440342328,1,90,electric scooter
2021440344783,2021,440344783,2,90,electric scooter
2021440354704,2021,440354704,1,90,electric scooter
2021440359381,2021,440359381,1,90,electric scooter
2021440361906,2021,440361906,1,90,electric scooter
2021440369757,2021,440369757,1,90,electric scooter
2021440376933,2021,440376933,1,90,electric scooter
2021440377564,2021,440377564,2,90,electric scooter
2021440383881,2021,440383881,1,90,electric scooter
2021440384769,2021,440384769,2,90,electric scooter
2021440385662,2021,440385662,1,90,electric scooter
2021440396279,2021,440396279,2,90,electric scooter
2021440412758,2021,440412758,1,90,electric scooter
2021440416941,2021,440416941,1,90,electric scooter
2021440424875,2021,440424875,1,90,electric scooter
2021440447577,2021,440447577,1,90,electric scooter
2021440473392,2021,440473392,1,90,electric scooter
2021440480131,2021,440480131,2,90,electric scooter
2021440480850,2021,440480850,1,90,electric scooter
2021440483480,2021,440483480,1,90,electric scooter
2021440489894,2021,440489894,1,90,electric scooter
2021440501628,2021,440501628,1,90,electric scooter
2021440513145,2021,440513145,1,90,electric scooter
2021440517005,2021,440517005,1,90,electric scooter
2021440518721,2021,440518721,1,90,electric scooter
2021451026586,2021,451026586,2,90,electric scooter
2021451031846,2021,451031846,1,90,electric scooter
2021451037607,2021,451037607,2,90,electric scooter
2021451057003,2021,451057003,1,90,electric scooter
2021451066736,2021,451066736,1,90,electric scooter
2021451068277,2021,451068277,1,90,electric scooter
2021451079887,2021,451079887,1,90,electric scooter
2021451084184,2021,451084184,2,90,electric scooter
2021451088269,2021,451088269,1,90,electric scooter
2021451119484,2021,451119484,1,90,electric scooter
2021451119773,2021,451119773,1,90,electric scooter
2021461017252,2021,461017252,1,90,electric scooter
2021461030540,2021,461030540,1,90,electric scooter
2021461031665,2021,461031665,2,90,electric scooter
2021461033935,2021,461033935,2,90,electric scooter
2021461033951,2021,461033951,2,90,electric scooter
2021461039489,2021,461039489,1,90,electric scooter
2021461040724,2021,461040724,2,90,electric scooter
2021461046657,2021,461046657,2,90,electric scooter
2021461046982,2021,461046982,3,90,electric scooter
2021461050818,2021,461050818,1,90,electric scooter
2021461059094,2021,461059094,1,90,electric scooter
2021461063105,2021,461063105,1,90,electric scooter
2021461064477,2021,461064477,1,90,electric scooter
2021461068323,2021,461068323,1,90,electric scooter
2021461070896,2021,461070896,1,90,electric scooter
2021461070906,2021,461070906,2,90,electric scooter
2021461077164,2021,461077164,1,90,electric scooter
2021461080226,2021,461080226,2,90,electric scooter
2021461088646,2021,461088646,1,90,electric scooter
2021461093256,2021,461093256,1,90,electric scooter
2021461096262,2021,461096262,1,90,electric scooter
2021461100463,2021,461100463,2,90,electric scooter
2021461106060,2021,461106060,1,90,electric scooter
2021461109951,2021,461109951,1,90,electric scooter
2021461126689,2021,461126689,1,90,electric scooter
2021461128514,2021,461128514,2,90,electric scooter
2021461129164,2021,461129164,1,90,electric scooter
2021461134271,2021,461134271,1,90,electric scooter
2021461138547,2021,461138547,1,90,electric scooter
2021461160717,2021,461160717,1,90,electric scooter
2021471011668,2021,471011668,2,90,electric scooter
2021471013018,2021,471013018,2,90,electric scooter
2021471014268,2021,471014268,1,90,electric scooter
2021471014800,2021,471014800,1,90,electric scooter
2021471017031,2021,471017031,2,90,electric scooter
2021471021465,2021,471021465,1,90,electric scooter
2021471032720,2021,471032720,1,90,electric scooter
2021471039174,2021,471039174,1,90,electric scooter
2021471042082,2021,471042082,1,90,electric scooter
2021471047027,2021,471047027,2,90,electric scooter
2021471051936,2021,471051936,1,90,electric scooter
2021471053051,2021,471053051,2,90,electric scooter
2021471054855,2021,471054855,1,90,electric scooter
2021471059026,2021,471059026,1,90,electric scooter
2021471059631,2021,471059631,1,90,electric scooter
2021471059717,2021,471059717,1,90,electric scooter
2021471064636,2021,471064636,1,90,electric scooter
2021471065844,2021,471065844,1,90,electric scooter
2021471067331,2021,471067331,1,90,electric scooter
2021471069450,2021,471069450,1,90,electric scooter
2021471074456,2021,471074456,1,90,electric scooter
2021471079488,2021,471079488,1,90,electric scooter
2021471083445,2021,471083445,1,90,electric scooter
2021471083993,2021,471083993,1,90,electric scooter
2021471094131,2021,471094131,1,90,electric scooter
2021471094596,2021,471094596,1,90,electric scooter
2021471094631,2021,471094631,1,90,electric scooter
2021471096635,2021,471096635,2,90,electric scooter
2021471099316,2021,471099316,1,90,electric scooter
2021471101205,2021,471101205,2,90,electric scooter
2021471103644,2021,471103644,1,90,electric scooter
2021471104126,2021,471104126,2,90,electric scooter
2021471104430,2021,471104430,1,90,electric scooter
2021471104435,2021,471104435,2,90,electric scooter
2021471107976,2021,471107976,1,90,electric scooter
2021471108480,2021,471108480,1,90,electric scooter
2021471110279,2021,471110279,2,90,electric scooter
2021471119866,2021,471119866,1,90,electric scooter
2021471124349,2021,471124349,1,90,electric scooter
2021480350825,2021,480350825,2,90,electric scooter
2021481038405,2021,481038405,1,90,electric scooter
2021481066737,2021,481066737,2,90,electric scooter
2021481066779,2021,481066779,1,90,electric scooter
2021481066808,2021,481066808,1,90,electric scooter
2021481114536,2021,481114536,1,90,electric scooter
2021481121414,2021,481121414,1,90,electric scooter
2021481141678,2021,481141678,1,90,electric scooter
2021481146155,2021,481146155,2,90,electric scooter
2021481153478,2021,481153478,1,90,electric scooter
2021501032890,2021,501032890,2,90,electric scooter
2021501044245,2021,501044245,1,90,electric scooter
2021501051661,2021,501051661,1,90,electric scooter
2021501066351,2021,501066351,1,90,electric scooter
2021501066426,2021,501066426,2,90,electric scooter
2021501072907,2021,501072907,1,90,electric scooter
2021501076163,2021,501076163,2,90,electric scooter
2021501083460,2021,501083460,1,90,electric scooter
2021501090340,2021,501090340,1,90,electric scooter
2021501092944,2021,501092944,1,90,electric scooter
2021501113774,2021,501113774,2,90,electric scooter
2021501117269,2021,501117269,2,90,electric scooter
2021501118828,2021,501118828,1,90,electric scooter
2021520104815,2021,520104815,2,90,electric scooter
2021520105196,2021,520105196,1,90,electric scooter
2021520105331,2021,520105331,2,90,electric scooter
2021520105548,2021,520105548,2,90,electric scooter
2021520105548,2021,520105548,3,90,electric scooter
2021520105607,2021,520105607,1,90,electric scooter
2021520106034,2021,520106034,1,90,electric scooter
2021520200168,2021,520200168,2,90,electric scooter
2021520200724,2021,520200724,2,90,electric scooter
2021520201225,2021,520201225,1,90,electric scooter
2021522101792,2021,522101792,2,90,electric scooter
2021522101845,2021,522101845,2,90,electric scooter
2021522102196,2021,522102196,1,90,electric scooter
2021522102631,2021,522102631,1,90,electric scooter
2021522102644,2021,522102644,1,90,electric scooter
2021522102692,2021,522102692,2,90,electric scooter
2021522102716,2021,522102716,2,90,electric scooter
2021522102780,2021,522102780,1,90,electric scooter
2021522102957,2021,522102957,1,90,electric scooter
2021522103150,2021,522103150,1,90,electric scooter
2021522103213,2021,522103213,1,90,electric scooter
2021522103375,2021,522103375,1,90,electric scooter
2021522103418,2021,522103418,1,90,electric scooter
2021522103488,2021,522103488,2,90,electric scooter
2021522103543,2021,522103543,1,90,electric scooter
2021522103573,2021,522103573,2,90,electric scooter
2021522103596,2021,522103596,2,90,electric scooter
2021522103611,2021,522103611,1,90,electric scooter
2021522103661,2021,522103661,1,90,electric scooter
2021522103758,2021,522103758,2,90,electric scooter
2021522103820,2021,522103820,2,90,electric scooter
2021522103883,2021,522103883,1,90,electric scooter
2021522104010,2021,522104010,1,90,electric scooter
2021522104012,2021,522104012,1,90,electric scooter
2021522104114,2021,522104114,1,90,electric scooter
2021522104139,2021,522104139,2,90,electric scooter
2021522104254,2021,522104254,2,90,electric scooter
2021522104341,2021,522104341,2,90,electric scooter
2021522104436,2021,522104436,1,90,electric scooter
2021522104445,2021,522104445,2,90,electric scooter
2021522104517,2021,522104517,2,90,electric scooter
2021522104622,2021,522104622,1,90,electric scooter
2021522104820,2021,522104820,1,90,electric scooter
2021522104873,2021,522104873,1,90,electric scooter
2021522104882,2021,522104882,2,90,electric scooter
2021522104957,2021,522104957,2,90,electric scooter
2021522104975,2021,522104975,1,90,electric scooter
2021522104980,2021,522104980,1,90,electric scooter
2021522104992,2021,522104992,1,90,electric scooter
2021522105014,2021,522105014,1,90,electric scooter
2021522105054,2021,522105054,1,90,electric scooter
2021522105107,2021,522105107,2,90,electric scooter
2021522105149,2021,522105149,1,90,electric scooter
2021522105188,2021,522105188,1,90,electric scooter
2021522105206,2021,522105206,1,90,electric scooter
2021522105220,2021,522105220,1,90,electric scooter
2021522105384,2021,522105384,1,90,electric scooter
2021522105556,2021,522105556,1,90,electric scooter
2021522105583,2021,522105583,1,90,electric scooter
2021522105635,2021,522105635,1,90,electric scooter
2021522105663,2021,522105663,1,90,electric scooter
2021522105755,2021,522105755,1,90,electric scooter
2021522105779,2021,522105779,2,90,electric scooter
2021522105787,2021,522105787,1,90,electric scooter
2021522105863,2021,522105863,1,90,electric scooter
2021522105865,2021,522105865,2,90,electric scooter
2021522105895,2021,522105895,1,90,electric scooter
2021522105934,2021,522105934,1,90,electric scooter
2021522106018,2021,522106018,2,90,electric scooter
2021522106134,2021,522106134,2,90,electric scooter
2021522106175,2021,522106175,1,90,electric scooter
2021522200001,2021,522200001,1,90,electric scooter
2021522200050,2021,522200050,2,90,electric scooter
2021522200050,2021,522200050,3,90,electric scooter
2021522200056,2021,522200056,2,90,electric scooter
2021522200099,2021,522200099,2,90,electric scooter
2021522200129,2021,522200129,3,90,electric scooter
2021522200219,2021,522200219,1,90,electric scooter
2021522200291,2021,522200291,1,90,electric scooter
2021522200426,2021,522200426,1,90,electric scooter
2021522200506,2021,522200506,1,90,electric scooter
2021522200618,2021,522200618,2,90,electric scooter
2021522200653,2021,522200653,1,90,electric scooter
2021522200705,2021,522200705,1,90,electric scooter
2021522200733,2021,522200733,1,90,electric scooter
2021522200920,2021,522200920,2,90,electric scooter
2021522200974,2021,522200974,1,90,electric scooter
2021522200992,2021,522200992,1,90,electric scooter
2021522201271,2021,522201271,2,90,electric scooter
2021522201336,2021,522201336,2,90,electric scooter
2021522201459,2021,522201459,2,90,electric scooter
2021522202724,2021,522202724,1,90,electric scooter
2021522202831,2021,522202831,1,90,electric scooter
2021531023850,2021,531023850,2,90,electric scooter
2021531062451,2021,531062451,2,90,electric scooter
2021531062959,2021,531062959,2,90,electric scooter
2021531099947,2021,531099947,2,90,electric scooter
2021545696221,2021,545696221,1,90,electric scooter
2021545697521,2021,545697521,1,90,electric scooter
2021546451921,2021,546451921,1,90,electric scooter
2021547832221,2021,547832221,1,90,electric scooter
2021548596121,2021,548596121,1,90,electric scooter
2021548721021,2021,548721021,1,90,electric scooter
2021548859521,2021,548859521,1,90,electric scooter
2021549762121,2021,549762121,1,90,electric scooter
2021549867321,2021,549867321,1,90,electric scooter
202154A964221,2021,54A964221,1,90,electric scooter
202154B607221,2021,54B607221,1,90,electric scooter
2021552100210,2021,552100210,1,90,electric scooter
2021552100274,2021,552100274,1,90,electric scooter
2021552100307,2021,552100307,2,90,electric scooter
2021552100326,2021,552100326,1,90,electric scooter
2021552100478,2021,552100478,1,90,electric scooter
2021552100572,2021,552100572,1,90,electric scooter
2021552100575,2021,552100575,1,90,electric scooter
2021552100629,2021,552100629,1,90,electric scooter
2021552100739,2021,552100739,2,90,electric scooter
2021552100751,2021,552100751,1,90,electric scooter
2021552100783,2021,552100783,1,90,electric scooter
2021552100808,2021,552100808,1,90,electric scooter
2021552100830,2021,552100830,1,90,electric scooter
2021552100948,2021,552100948,1,90,electric scooter
2021552100990,2021,552100990,1,90,electric scooter
2021552101094,2021,552101094,1,90,electric scooter
2021552101165,2021,552101165,2,90,electric scooter
2021552101191,2021,552101191,1,90,electric scooter
2021552101196,2021,552101196,1,90,electric scooter
2021552101197,2021,552101197,1,90,electric scooter
2021552101256,2021,552101256,1,90,electric scooter
2021552101279,2021,552101279,1,90,electric scooter
2021552101372,2021,552101372,1,90,electric scooter
2021552200043,2021,552200043,2,90,electric scooter
2021552200199,2021,552200199,2,90,electric scooter
2021552200200,2021,552200200,1,90,electric scooter
2021552200213,2021,552200213,2,90,electric scooter
202160Z082882,2021,60Z082882,1,90,electric scooter
202160Z098493,2021,60Z098493,2,90,electric scooter
202160Z140132,2021,60Z140132,1,90,electric scooter
202160Z155067,2021,60Z155067,1,90,electric scooter
2021610039121,2021,610039121,2,90,electric scooter
2021610061621,2021,610061621,1,90,electric scooter
2021622100251,2021,622100251,2,90,electric scooter
2021622100251,2021,622100251,3,90,electric scooter
2021622100260,2021,622100260,2,90,electric scooter
2021622100276,2021,622100276,1,90,electric scooter
2021622100309,2021,622100309,1,90,electric scooter
2021622100314,2021,622100314,1,90,electric scooter
2021622100331,2021,622100331,1,90,electric scooter
2021622100369,2021,622100369,1,90,electric scooter
2021622100469,2021,622100469,2,90,electric scooter
2021622100488,2021,622100488,1,90,electric scooter
2021622100571,2021,622100571,1,90,electric scooter
2021622100572,2021,622100572,2,90,electric scooter
2021622100633,2021,622100633,1,90,electric scooter
2021622100677,2021,622100677,1,90,electric scooter
2021622100812,2021,622100812,2,90,electric scooter
2021622100848,2021,622100848,1,90,electric scooter
2021622200061,2021,622200061,2,90,electric scooter
202163AF01421,2021,63AF01421,1,90,electric scooter
202163C071821,2021,63C071821,2,90,electric scooter
202163C085921,2021,63C085921,2,90,electric scooter
2021991032182,2021,991032182,1,90,electric scooter
2021991035659,2021,991035659,1,90,electric scooter
2021991054630,2021,991054630,2,90,electric scooter
2021991070354,2021,991070354,1,90,electric scooter
2021991072856,2021,991072856,2,90,electric scooter
2021991083937,2021,991083937,1,90,electric scooter
2021991084033,2021,991084033,1,90,electric scooter
2021991089297,2021,991089297,2,90,electric scooter
2021991095082,2021,991095082,1,90,electric scooter
2021991099166,2021,991099166,1,90,electric scooter
2021991119687,2021,991119687,1,90,electric scooter
2021991121482,2021,991121482,1,90,electric scooter
