accident_index,accident_year,accident_ref_no,vehicle_reference,vehicle_type,vehicle_text
2021010287289,2021,010287289,2,90,electric scooter
2021010287471,2021,010287471,1,90,electric scooter
2021010287540,2021,010287540,2,90,electric scooter
2021010287634,2021,010287634,2,90,electric scooter
2021010287851,2021,010287851,2,90,electric scooter
2021010287914,2021,010287914,2,90,electric scooter
2021010288047,2021,010288047,1,90,electric scooter
2021010288097,2021,010288097,2,90,electric scooter
2021010288456,2021,010288456,2,90,electric scooter
2021010288481,2021,010288481,1,90,electric scooter
2021010288625,2021,010288625,2,90,electric scooter
2021010289130,2021,010289130,2,90,electric scooter
2021010289396,2021,010289396,2,90,electric scooter
2021010289661,2021,010289661,1,90,electric scooter
2021010289686,2021,010289686,2,90,electric scooter
2021010290351,2021,010290351,1,90,electric scooter
2021010290368,2021,010290368,2,90,electric scooter
2021010290457,2021,010290457,1,90,electric scooter
2021010290604,2021,010290604,2,90,electric scooter
2021010290634,2021,010290634,2,90,electric scooter
2021010290646,2021,010290646,1,90,electric scooter
2021010290658,2021,010290658,1,90,electric scooter
2021010291118,2021,010291118,2,90,electric scooter
2021010291146,2021,010291146,2,90,electric scooter
2021010291398,2021,010291398,2,90,electric scooter
2021010291649,2021,010291649,2,90,electric scooter
2021010291799,2021,010291799,2,90,electric scooter
2021010292159,2021,010292159,2,90,electric scooter
2021010292252,2021,010292252,2,90,electric scooter
2021010292580,2021,010292580,2,90,electric scooter
2021010292592,2021,010292592,1,90,electric scooter
2021010293045,2021,010293045,2,90,electric scooter
2021010293354,2021,010293354,2,90,electric scooter
2021010293357,2021,010293357,1,90,electric scooter
2021010293362,2021,010293362,1,90,electric scooter
2021010293443,2021,010293443,1,90,electric scooter
2021010293555,2021,010293555,2,90,electric scooter
2021010293580,2021,010293580,1,90,electric scooter
2021010293720,2021,010293720,2,90,electric scooter
2021010294297,2021,010294297,2,90,electric scooter
2021010294378,2021,010294378,1,90,electric scooter
2021010294410,2021,010294410,2,90,electric scooter
2021010294954,2021,010294954,1,90,electric scooter
2021010295025,2021,010295025,1,90,electric scooter
2021010295027,2021,010295027,1,90,electric scooter
2021010295607,2021,010295607,1,90,electric scooter
2021010295625,2021,010295625,2,90,electric scooter
2021010295712,2021,010295712,1,90,electric scooter
2021010295827,2021,010295827,2,90,electric scooter
2021010295879,2021,010295879,1,90,electric scooter
2021010295984,2021,010295984,2,90,electric scooter
2021010295986,2021,010295986,2,90,electric scooter
2021010295992,2021,010295992,2,90,electric scooter
2021010296002,2021,010296002,2,90,electric scooter
2021010296099,2021,010296099,1,90,electric scooter
2021010296170,2021,010296170,2,90,electric scooter
2021010296455,2021,010296455,2,90,electric scooter
2021010296528,2021,010296528,1,90,electric scooter
2021010296554,2021,010296554,2,90,electric scooter
2021010296725,2021,010296725,2,90,electric scooter
2021010297042,2021,010297042,2,90,electric scooter
2021010297191,2021,010297191,2,90,electric scooter
2021010297214,2021,010297214,2,90,electric scooter
2021010297296,2021,010297296,2,90,electric scooter
2021010297307,2021,010297307,2,90,electric scooter
2021010297436,2021,010297436,2,90,electric scooter
2021010297458,2021,010297458,1,90,electric scooter
2021010297535,2021,010297535,1,90,electric scooter
2021010297652,2021,010297652,1,90,electric scooter
2021010297654,2021,010297654,1,90,electric scooter
2021010297786,2021,010297786,2,90,electric scooter
2021010297831,2021,010297831,1,90,electric scooter
2021010297936,2021,010297936,1,90,electric scooter
2021010298033,2021,010298033,2,90,electric scooter
2021010298169,2021,010298169,1,90,electric scooter
2021010298179,2021,010298179,2,90,electric scooter
2021010298212,2021,010298212,2,90,electric scooter
2021010298239,2021,010298239,2,90,electric scooter
2021010298450,2021,010298450,2,90,electric scooter
2021010298474,2021,010298474,2,90,electric scooter
2021010298760,2021,010298760,2,90,electric scooter
2021010298787,2021,010298787,2,90,electric scooter
2021010298798,2021,010298798,2,90,electric scooter
2021010298843,2021,010298843,2,90,electric scooter
2021010298858,2021,010298858,2,90,electric scooter
2021010299040,2021,010299040,2,90,electric scooter
2021010299269,2021,010299269,1,90,electric scooter
2021010299334,2021,010299334,2,90,electric scooter
2021010299581,2021,010299581,2,90,electric scooter
2021010299587,2021,010299587,1,90,electric scooter
2021010299713,2021,010299713,1,90,electric scooter
2021010299933,2021,010299933,2,90,electric scooter
2021010300039,2021,010300039,2,90,electric scooter
2021010300335,2021,010300335,2,90,electric scooter
2021010300341,2021,010300341,2,90,electric scooter
2021010300469,2021,010300469,2,90,electric scooter
2021010300849,2021,010300849,2,90,electric scooter
2021010301470,2021,010301470,2,90,electric scooter
2021010302025,2021,010302025,1,90,electric scooter
2021010302030,2021,010302030,2,90,electric scooter
2021010302058,2021,010302058,1,90,electric scooter
2021010302118,2021,010302118,2,90,electric scooter
2021010302194,2021,010302194,2,90,electric scooter
2021010302203,2021,010302203,1,90,electric scooter
2021010302208,2021,010302208,2,90,electric scooter
2021010302574,2021,010302574,2,90,electric scooter
2021010302590,2021,010302590,1,90,electric scooter
2021010302632,2021,010302632,2,90,electric scooter
2021010302726,2021,010302726,2,90,electric scooter
2021010302797,2021,010302797,2,90,electric scooter
2021010302971,2021,010302971,2,90,electric scooter
2021010302999,2021,010302999,1,90,electric scooter
2021010303151,2021,010303151,2,90,electric scooter
2021010303341,2021,010303341,2,90,electric scooter
2021010303360,2021,010303360,2,90,electric scooter
2021010303365,2021,010303365,2,90,electric scooter
2021010303374,2021,010303374,1,90,electric scooter
2021010303396,2021,010303396,2,90,electric scooter
2021010303433,2021,010303433,2,90,electric scooter
2021010303598,2021,010303598,2,90,electric scooter
2021010303606,2021,010303606,2,90,electric scooter
2021010303626,2021,010303626,2,90,electric scooter
2021010303720,2021,010303720,2,90,electric scooter
2021010303757,2021,010303757,1,90,electric scooter
2021010303842,2021,010303842,2,90,electric scooter
2021010303916,2021,010303916,2,90,electric scooter
2021010304010,2021,010304010,2,90,electric scooter
2021010304028,2021,010304028,2,90,electric scooter
2021010304062,2021,010304062,2,90,electric scooter
2021010304217,2021,010304217,2,90,electric scooter
2021010304309,2021,010304309,1,90,electric scooter
2021010304372,2021,010304372,2,90,electric scooter
2021010304487,2021,010304487,2,90,electric scooter
2021010304502,2021,010304502,2,90,electric scooter
2021010304556,2021,010304556,2,90,electric scooter
2021010304853,2021,010304853,2,90,electric scooter
2021010304947,2021,010304947,1,90,electric scooter
2021010304967,2021,010304967,2,90,electric scooter
2021010304989,2021,010304989,2,90,electric scooter
2021010305003,2021,010305003,1,90,electric scooter
2021010305088,2021,010305088,1,90,electric scooter
2021010305335,2021,010305335,1,90,electric scooter
2021010305386,2021,010305386,1,90,electric scooter
2021010305391,2021,010305391,1,90,electric scooter
2021010305396,2021,010305396,1,90,electric scooter
2021010305402,2021,010305402,2,90,electric scooter
2021010305403,2021,010305403,1,90,electric scooter
2021010305447,2021,010305447,2,90,electric scooter
2021010305488,2021,010305488,2,90,electric scooter
2021010305655,2021,010305655,2,90,electric scooter
2021010305659,2021,010305659,1,90,electric scooter
2021010305757,2021,010305757,2,90,electric scooter
2021010305856,2021,010305856,2,90,electric scooter
2021010305979,2021,010305979,1,90,electric scooter
2021010306208,2021,010306208,2,90,electric scooter
2021010306314,2021,010306314,2,90,electric scooter
2021010306380,2021,010306380,1,90,electric scooter
2021010306684,2021,010306684,2,90,electric scooter
2021010306707,2021,010306707,2,90,electric scooter
2021010306742,2021,010306742,2,90,electric scooter
2021010306760,2021,010306760,2,90,electric scooter
2021010306850,2021,010306850,1,90,electric scooter
2021010306946,2021,010306946,2,90,electric scooter
2021010306964,2021,010306964,2,90,electric scooter
2021010307033,2021,010307033,2,90,electric scooter
2021010307144,2021,010307144,2,90,electric scooter
2021010307218,2021,010307218,2,90,electric scooter
2021010307293,2021,010307293,2,90,electric scooter
2021010307454,2021,010307454,2,90,electric scooter
2021010307591,2021,010307591,1,90,electric scooter
2021010307685,2021,010307685,2,90,electric scooter
2021010307809,2021,010307809,1,90,electric scooter
2021010308051,2021,010308051,1,90,electric scooter
2021010308085,2021,010308085,2,90,electric scooter
2021010308211,2021,010308211,2,90,electric scooter
2021010308238,2021,010308238,1,90,electric scooter
2021010308276,2021,010308276,2,90,electric scooter
2021010308490,2021,010308490,2,90,electric scooter
2021010308737,2021,010308737,2,90,electric scooter
2021010308743,2021,010308743,2,90,electric scooter
2021010308880,2021,010308880,2,90,electric scooter
2021010308909,2021,010308909,1,90,electric scooter
2021010308990,2021,010308990,2,90,electric scooter
2021010309084,2021,010309084,1,90,electric scooter
2021010309101,2021,010309101,1,90,electric scooter
2021010309129,2021,010309129,2,90,electric scooter
2021010309157,2021,010309157,2,90,electric scooter
2021010309210,2021,010309210,1,90,electric scooter
2021010309210,2021,010309210,2,90,electric scooter
2021010309399,2021,010309399,3,90,electric scooter
2021010309484,2021,010309484,1,90,electric scooter
2021010309953,2021,010309953,2,90,electric scooter
2021010310040,2021,010310040,2,90,electric scooter
2021010310383,2021,010310383,1,90,electric scooter
2021010310460,2021,010310460,2,90,electric scooter
2021010310630,2021,010310630,1,90,electric scooter
2021010310652,2021,010310652,2,90,electric scooter
2021010310705,2021,010310705,2,90,electric scooter
2021010310775,2021,010310775,1,90,electric scooter
2021010310784,2021,010310784,2,90,electric scooter
2021010310908,2021,010310908,2,90,electric scooter
2021010310957,2021,010310957,2,90,electric scooter
2021010311122,2021,010311122,2,90,electric scooter
2021010311158,2021,010311158,2,90,electric scooter
2021010311393,2021,010311393,1,90,electric scooter
2021010311458,2021,010311458,2,90,electric scooter
2021010311511,2021,010311511,2,90,electric scooter
2021010311610,2021,010311610,2,90,electric scooter
2021010311801,2021,010311801,1,90,electric scooter
2021010311859,2021,010311859,2,90,electric scooter
2021010311943,2021,010311943,1,90,electric scooter
2021010312129,2021,010312129,2,90,electric scooter
2021010312362,2021,010312362,2,90,electric scooter
2021010312375,2021,010312375,1,90,electric scooter
2021010312414,2021,010312414,2,90,electric scooter
2021010312581,2021,010312581,1,90,electric scooter
2021010312734,2021,010312734,2,90,electric scooter
2021010312878,2021,010312878,2,90,electric scooter
2021010312982,2021,010312982,2,90,electric scooter
2021010313043,2021,010313043,1,90,electric scooter
2021010313114,2021,010313114,2,90,electric scooter
2021010313230,2021,010313230,2,90,electric scooter
2021010313260,2021,010313260,2,90,electric scooter
2021010313270,2021,010313270,2,90,electric scooter
2021010313323,2021,010313323,2,90,electric scooter
2021010313363,2021,010313363,1,90,electric scooter
2021010313368,2021,010313368,2,90,electric scooter
2021010313388,2021,010313388,1,90,electric scooter
2021010313515,2021,010313515,2,90,electric scooter
2021010313659,2021,010313659,1,90,electric scooter
2021010313674,2021,010313674,1,90,electric scooter
2021010313799,2021,010313799,2,90,electric scooter
2021010314087,2021,010314087,2,90,electric scooter
2021010314239,2021,010314239,2,90,electric scooter
2021010314315,2021,010314315,2,90,electric scooter
2021010314345,2021,010314345,2,90,electric scooter
2021010314410,2021,010314410,2,90,electric scooter
2021010314467,2021,010314467,1,90,electric scooter
2021010314519,2021,010314519,2,90,electric scooter
2021010314522,2021,010314522,2,90,electric scooter
2021010314653,2021,010314653,1,90,electric scooter
2021010314803,2021,010314803,2,90,electric scooter
2021010314953,2021,010314953,1,90,electric scooter
2021010315119,2021,010315119,2,90,electric scooter
2021010315190,2021,010315190,2,90,electric scooter
2021010315323,2021,010315323,1,90,electric scooter
2021010315395,2021,010315395,1,90,electric scooter
2021010315618,2021,010315618,1,90,electric scooter
2021010315620,2021,010315620,1,90,electric scooter
2021010315924,2021,010315924,2,90,electric scooter
2021010315949,2021,010315949,2,90,electric scooter
2021010316249,2021,010316249,1,90,electric scooter
2021010316442,2021,010316442,1,90,electric scooter
2021010316596,2021,010316596,2,90,electric scooter
2021010316604,2021,010316604,1,90,electric scooter
2021010316666,2021,010316666,2,90,electric scooter
2021010316914,2021,010316914,2,90,electric scooter
2021010317038,2021,010317038,2,90,electric scooter
2021010317047,2021,010317047,2,90,electric scooter
2021010317054,2021,010317054,2,90,electric scooter
2021010317070,2021,010317070,1,90,electric scooter
2021010317194,2021,010317194,1,90,electric scooter
2021010317273,2021,010317273,2,90,electric scooter
2021010317349,2021,010317349,2,90,electric scooter
2021010317405,2021,010317405,2,90,electric scooter
2021010317491,2021,010317491,1,90,electric scooter
2021010317508,2021,010317508,1,90,electric scooter
2021010317515,2021,010317515,2,90,electric scooter
2021010317735,2021,010317735,1,90,electric scooter
2021010317977,2021,010317977,2,90,electric scooter
2021010318011,2021,010318011,1,90,electric scooter
2021010318018,2021,010318018,2,90,electric scooter
2021010318097,2021,010318097,2,90,electric scooter
2021010318115,2021,010318115,1,90,electric scooter
